epoch,loss,val_loss
1,0.009046264924108982,0.006121444515883923
2,0.005514505319297314,0.00583841186016798
3,0.004589369986206293,0.005285928491503
4,0.003811826929450035,0.0046374863013625145
5,0.0032657813280820847,0.00384567235596478
6,0.0027513077948242426,0.003257569158449769
7,0.002288255374878645,0.0028865677304565907
8,0.001921035465784371,0.0026489589363336563
9,0.0016449465183541179,0.002830858575180173
10,0.0014851763844490051,0.002687841886654496
11,0.0013269755290821195,0.00274728424847126
12,0.0012393195647746325,0.002810378558933735
13,0.0011468521552160382,0.0022689569741487503
14,0.0010693309595808387,0.0019281032728031278
15,0.0010130103910341859,0.0032096835784614086
16,0.0009540652390569448,0.0018044919706881046
17,0.0009012105292640626,0.001467771246097982
18,0.0008665399509482086,0.0011145331664010882
19,0.0008276798180304468,0.0013587669236585498
20,0.0007894195732660592,0.0017510344041511416
21,0.0007649773615412414,0.0016828594962134957
22,0.0007243649451993406,0.0013760218862444162
23,0.0007088081329129636,0.0009860389400273561
24,0.0006813146756030619,0.0011165703181177378
25,0.000673763279337436,0.000806931871920824
26,0.0006592321442440152,0.000753878615796566
27,0.0006272322498261929,0.0007452027639374137
28,0.0006051789969205856,0.0006500346935354173
29,0.0005947454483248293,0.0007482405053451657
30,0.0005825333064422011,0.0010308846831321716
31,0.0005753813311457634,0.0006747402949258685
32,0.0005564410821534693,0.0006997529417276382
33,0.0005500618135556579,0.0006724715349264443
34,0.0005421870155259967,0.0006429352797567844
35,0.0005425924900919199,0.0005879072123207152
36,0.0005142247537150979,0.0005525692831724882
37,0.0004948031855747104,0.0005352584994398057
38,0.0004818260786123574,0.0005957117537036538
39,0.0004837092128582299,0.0006719781667925417
40,0.00046434567775577307,0.0006484863697551191
41,0.00046140115591697395,0.0007016280433163047
42,0.00044602170237340033,0.0005778034101240337
43,0.00043954356806352735,0.000571560172829777
44,0.0004287692718207836,0.0004983386606909335
45,0.0004234916705172509,0.0005917949019931257
46,0.0004153203044552356,0.0005145151517353952
47,0.0004121724341530353,0.0005773411248810589
48,0.0003944305353797972,0.00044974996126256883
49,0.0003937443543691188,0.0005199104780331254
50,0.00038600433617830276,0.0006151688285171986
51,0.00037975815939716995,0.00046406927867792547
52,0.0003749352472368628,0.0004979026271030307
53,0.0003731806355062872,0.00040584514499641955
54,0.0003735981590580195,0.0005536698736250401
55,0.00035940157249569893,0.0004953587194904685
56,0.00035566589212976396,0.0005451608449220657
57,0.00034673637128435075,0.0004966738051734865
58,0.00034261654946021736,0.0005228618392720819
59,0.0003341247502248734,0.00043264083797112107
60,0.0003329225000925362,0.0005290737608447671
61,0.00033587784855626523,0.0004948046989738941
62,0.0003263878752477467,0.0004282065201550722
63,0.0003247109998483211,0.0004925146931782365
64,0.00031828382634557784,0.00045729917474091053
65,0.00031480457982979715,0.0005671252147294581
66,0.0003146428207401186,0.00036682799691334367
67,0.00030626196530647576,0.00041408062679693103
68,0.0003052026149816811,0.00038972566835582256
69,0.00030404014978557825,0.0004057358019053936
70,0.0002955796953756362,0.0005294458824209869
71,0.0002907279704231769,0.0006057186983525753
72,0.00028562487568706274,0.00043126652599312365
73,0.0002840567904058844,0.0003488118527457118
74,0.00028505577938631177,0.00047986157005652785
75,0.00027991985552944243,0.0003759817045647651
76,0.00027807368314825,0.0003805402957368642
77,0.0002710423432290554,0.0003791415656451136
78,0.00026876572519540787,0.000535262341145426
79,0.00027389099705033004,0.0004690419009421021
80,0.0002639198792167008,0.0003858190029859543
81,0.000265904440311715,0.00046615515020675957
82,0.00026249949587509036,0.0003826908359769732
83,0.00025744285085238516,0.00031131791183725
84,0.00025539600756019354,0.00039799814112484455
85,0.00025285297306254506,0.00030743161914870143
86,0.00024960143491625786,0.0005376029293984175
87,0.00024500497966073453,0.00031012226827442646
88,0.0002475321525707841,0.0002881495747715235
89,0.00024546694476157427,0.00038412402500398457
90,0.00023856769257690758,0.00045319291530176997
91,0.00024285793188028038,0.000281758897472173
92,0.00023660667648073286,0.0003161897184327245
93,0.00023010770382825285,0.00029061062377877533
94,0.000233391227084212,0.0002784267708193511
95,0.0002325076493434608,0.00041179306572303176
96,0.00022699877445120364,0.00039803245454095304
97,0.00022347326739691198,0.0004169836756773293
98,0.00022219128732103854,0.0004900327767245471
99,0.0002258371823700145,0.0002948159526567906
100,0.00022239178360905498,0.00033070528297685087
